tweet_id,user_text,historical_brand_response,label_intent,label_action,label_reason
10240,My iPhone can see WiFi networks but fails to connect to any of them. ,Let's try a quick network reset. Go to Settings → General → Transfer or Reset iPhone → Reset → Reset Network Settings. Note: this clears saved WiFi passwords. DM us if that doesn't fix it!,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10180,Does the iPad Air work with the Apple Smart Keyboard Folio?,"Great question! Yes, the Apple Pencil 2nd Gen is compatible with iPad Air 5th gen. You can find the full compatibility chart here: https://support.apple.com/en-us/HT211829",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10239,My iPhone's NFC for Apple Pay is not being detected by payment terminals. Very frustrated.,Slow 5G can be caused by network congestion or carrier settings. Check our 5G FAQ here: https://support.apple.com/en-us/HT211299. Also consider contacting your carrier to verify 5G is active on your plan.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10274,A video I recorded of my child's first steps was accidentally deleted. Please help ASAP.,"Your Health data is tied to your Apple ID. If you signed in with the same ID on the new device, it should have synced automatically. Check Settings → [Name] → iCloud → Health is toggled ON.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10244,"My iPhone 5G is extremely slow, slower than my old 4G phone. Very frustrated.",Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10230,VPN keeps disconnecting every few minutes on my iPhone. Please help ASAP.,AirDrop can be picky! Make sure both devices are signed in to the same Apple ID and that both have Bluetooth and WiFi enabled. Our guide: https://support.apple.com/en-us/HT204144,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10082,Screen rotation is stuck in landscape mode even with portrait lock off. Please help ASAP.,"We want to help you get back on track. Send us a DM with the exact error message or a screenshot, along with your iOS version, and our support team will guide you through it.",software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10022,The speaker on my iPhone is muffled and barely audible. Very frustrated.,So sorry to hear this! This may be covered under our Limited Warranty or AppleCare+. Check your coverage here → https://checkcoverage.apple.com before booking a repair.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10179,Can I use Apple Pay on my Apple Watch without my iPhone nearby?,"Great news — yes! The iPhone 15 supports Emergency SOS via satellite. Here's how to use it: https://support.apple.com/en-us/HT213426. We hope you never need it, but it's good to know!",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10074,My alarm didn't go off this morning! This iOS bug could cost me my job. ,We've heard of this issue and our team is actively working on it. Check https://www.apple.com/support/systemstatus/ for any known service disruptions in the meantime.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10238,CarPlay stopped working on my iPhone 14 after the latest update. ,Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10248,The Handoff feature between my Mac and iPhone has stopped working. Please help ASAP.,AirDrop can be picky! Make sure both devices are signed in to the same Apple ID and that both have Bluetooth and WiFi enabled. Our guide: https://support.apple.com/en-us/HT204144,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10226,Bluetooth is completely missing from my Settings after an update. This is urgent.,Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10014,AirPods Pro won't stay in my ears and the tips are worn out.,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10243,AirDrop stopped working between my iPhone and MacBook suddenly. This is urgent.,"For persistent connectivity issues, try Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings. Your data is safe but preferences will reset. Let us know if it helps!",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10017,The camera on my new iPad Pro isn't focusing anymore. Everything looks blurry. Please help ASAP.,"We hear you! Let's get this resolved. Please DM us with the make, model, iOS version, and when the issue started. Our team will follow up promptly.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10080,Siri isn't responding to Hey Siri even with the feature turned on. Very frustrated.,We've heard of this issue and our team is actively working on it. Check https://www.apple.com/support/systemstatus/ for any known service disruptions in the meantime.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10192,How do I set up parental controls on my child's iPad? This is urgent.,"Great question! Yes, the Apple Pencil 2nd Gen is compatible with iPad Air 5th gen. You can find the full compatibility chart here: https://support.apple.com/en-us/HT211829",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10215,VPN keeps disconnecting every few minutes on my iPhone.,Slow 5G can be caused by network congestion or carrier settings. Check our 5G FAQ here: https://support.apple.com/en-us/HT211299. Also consider contacting your carrier to verify 5G is active on your plan.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10142,My order was supposed to arrive today but it now says delayed. Need help today.,"To change a shipping address, please call Apple Support immediately at 1-800-APL-CARE (1-800-275-2273) — address changes can sometimes be done if the order hasn't been packed yet.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10057,"Ever since the iOS 17 update, my phone keeps freezing every hour. Need help today.",Thanks for letting us know — this helps us improve! Please report the bug directly here: https://feedbackassistant.apple.com so our engineers can investigate your specific case.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10273,My iCloud backup failed silently and now my new phone has no data. This is urgent.,"For stolen devices, immediately log in to icloud.com/find and use 'Erase iPhone' to protect your data. Then file a police report. DM us for next steps to secure your Apple ID.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10046,Can't connect to WiFi after updating my Apple Watch to watchOS 10.,"We want to help you get back on track. Send us a DM with the exact error message or a screenshot, along with your iOS version, and our support team will guide you through it.",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10135,The estimated delivery date keeps changing. Is there an issue with my order?,We'd like to look into this for you. DM us your order number and the email address used at checkout and we'll check with our fulfillment team on the exact status.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10076,Can't connect to WiFi after updating my Apple Watch to watchOS 10. Please help ASAP.,"We want to help you get back on track. Send us a DM with the exact error message or a screenshot, along with your iOS version, and our support team will guide you through it.",software_bug,Escalate,Urgent software issue flagged — potential data or productivity impact. Routed to a specialist.
10140,My return package was sent back but I still haven't received my refund.,"Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10206,Can I trade in my old iPhone 12 towards a new iPhone 15? ,"Absolutely! You can use your Mac's USB-C charger on your iPad Pro safely. For best charging speed, use the 67W or higher adapter. More info: https://support.apple.com/en-us/HT201667",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10115,My Apple ID is locked and I've tried everything to reset the password. ,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10084,Why was I charged $9.99 for Apple Music? I cancelled it three months ago.,"We understand billing concerns are stressful. To request a refund for any app or subscription, please use our official refund portal: https://reportaproblem.apple.com — it's quick and easy.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10063,My iPhone randomly restarts several times a day since last update. Need help today.,Thanks for letting us know — this helps us improve! Please report the bug directly here: https://feedbackassistant.apple.com so our engineers can investigate your specific case.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10118,My card keeps getting declined on the App Store. It works everywhere else. Please help ASAP.,"Family Sharing issues can be tricky! Check our complete setup guide here: https://support.apple.com/en-us/HT201088. If the issue persists, DM us with your Apple ID email (never your password).",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10241,Bluetooth is completely missing from my Settings after an update. Need help today.,"Bluetooth issues after updates are sometimes resolved by toggling it off and on in Settings, then restarting. If Bluetooth is missing entirely, a carrier settings update may help — Settings → General → About.",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10152,My order was cancelled automatically but my card was still charged. Very frustrated.,"Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10021,My Apple Watch screen cracked from a minor fall. Is it covered under warranty? Need help today.,Battery health can degrade for a few reasons. Head to Settings → Battery → Battery Health & Charging to check your status. DM us the percentage and we'll advise next steps!,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10242,My Mac won't connect to my iPhone's Hotspot even though it used to work. Very frustrated.,AirDrop can be picky! Make sure both devices are signed in to the same Apple ID and that both have Bluetooth and WiFi enabled. Our guide: https://support.apple.com/en-us/HT204144,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10110,My Apple Card payment is not reflecting correctly in my statement. This is urgent.,Let's sort your subscription out. You can review and cancel all your active subscriptions in Settings → [Your Name] → Subscriptions. DM us if you need further help!,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10043,The Weather app is just showing a blank white screen. Very annoying.,"Are you on the latest iOS? Head to Settings → General → Software Update. If an update is available, install it — it may contain a fix for this. Let us know if that helps!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10050,Siri isn't responding to Hey Siri even with the feature turned on.,We've heard of this issue and our team is actively working on it. Check https://www.apple.com/support/systemstatus/ for any known service disruptions in the meantime.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10205,How many devices can I use with a single Apple Music family plan? Need help today.,We have a detailed step-by-step guide for that! Check out this official support article: https://support.apple.com/en-us/HT200289 — it covers all iPhone models.,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10280,My photos weren't syncing to iCloud and now they're lost after a reset. Need help today.,"Your Health data is tied to your Apple ID. If you signed in with the same ID on the new device, it should have synced automatically. Check Settings → [Name] → iCloud → Health is toggled ON.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10232,I can't pair my new Apple Watch to my iPhone — it just spins indefinitely. This is urgent.,Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10257,I factory reset my iPad accidentally and lost all my work documents.,Notes can be recovered if iCloud Sync is on. Log in to icloud.com and check the Notes app — they might be there. Also check the 'Recently Deleted' folder within Notes app itself.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10209,Can I use Apple Pay on my Apple Watch without my iPhone nearby? Please help ASAP.,"Great news — yes! The iPhone 15 supports Emergency SOS via satellite. Here's how to use it: https://support.apple.com/en-us/HT213426. We hope you never need it, but it's good to know!",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10190,How many devices can I use with a single Apple Music family plan? Please help ASAP.,You can enable Dark Mode quickly! On Mac: Apple Menu → System Settings → Appearance → Dark. On iPhone: Settings → Display & Brightness → Dark. Let us know if you need more help!,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10005,The home button on my iPhone SE stopped working completely.,"We hear you! Let's get this resolved. Please DM us with the make, model, iOS version, and when the issue started. Our team will follow up promptly.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10289,A video I recorded of my child's first steps was accidentally deleted. ,"For accidental deletions, check iCloud.com → Photos → Recently Deleted on any browser. You may be able to recover them there within 30 days of deletion.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10055,Do Not Disturb is not working — calls are still coming through.,"Are you on the latest iOS? Head to Settings → General → Software Update. If an update is available, install it — it may contain a fix for this. Let us know if that helps!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10200,Can I use my MacBook charger for my iPad Pro? Will it be safe? Very frustrated.,"Absolutely! You can use your Mac's USB-C charger on your iPad Pro safely. For best charging speed, use the 67W or higher adapter. More info: https://support.apple.com/en-us/HT201667",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10012,The Face ID on my iPhone X is failing to unlock most of the time.,We definitely want to get this sorted for you! Book a free Genius Bar appointment here → https://geni.us/apple-genius-bar and bring your device in. They'll run a full diagnostic.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10148,The packaging of my delivery was damaged and the device screen is cracked. Need help today.,"To change a shipping address, please call Apple Support immediately at 1-800-APL-CARE (1-800-275-2273) — address changes can sometimes be done if the order hasn't been packed yet.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10000,"My iPhone battery is draining so fast since yesterday, barely lasts 4 hours.",We definitely want to get this sorted for you! Book a free Genius Bar appointment here → https://geni.us/apple-genius-bar and bring your device in. They'll run a full diagnostic.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10096,How do I transfer my Apple ID purchases to a new account?,"We understand billing concerns are stressful. To request a refund for any app or subscription, please use our official refund portal: https://reportaproblem.apple.com — it's quick and easy.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10073,The Weather app is just showing a blank white screen. Very annoying. ,"Are you on the latest iOS? Head to Settings → General → Software Update. If an update is available, install it — it may contain a fix for this. Let us know if that helps!",software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10271,My notes app is empty after I switched to a new iPhone. They're all gone. Need help today.,"For accidental deletions, check iCloud.com → Photos → Recently Deleted on any browser. You may be able to recover them there within 30 days of deletion.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10261,I need to recover voicemails that were accidentally deleted.,"For stolen devices, immediately log in to icloud.com/find and use 'Erase iPhone' to protect your data. Then file a police report. DM us for next steps to secure your Apple ID.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10032,The camera on my new iPad Pro isn't focusing anymore. Everything looks blurry. Need help today.,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10189,What's the return policy for Apple products purchased online? ,"iCloud+ includes Private Relay, Hide My Email, and HomeKit Secure Video in addition to extra storage. Here's a full comparison: https://support.apple.com/en-us/HT201318",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10254,All my iMessage conversations disappeared after restoring from backup.,I'm so sorry to hear that. DM us your Apple ID email and we'll check if a recent iCloud backup exists that could be restored. Let's investigate all options before giving up.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10026,My iPhone overheats constantly even when not doing anything intensive. Please help ASAP.,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10114,Why was I charged $9.99 for Apple Music? I cancelled it three months ago. Please help ASAP.,"We understand billing concerns are stressful. To request a refund for any app or subscription, please use our official refund portal: https://reportaproblem.apple.com — it's quick and easy.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10188,Does the iPhone 15 support satellite connectivity? This is urgent.,"Absolutely! You can use your Mac's USB-C charger on your iPad Pro safely. For best charging speed, use the 67W or higher adapter. More info: https://support.apple.com/en-us/HT201667",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10035,The home button on my iPhone SE stopped working completely. Very frustrated.,"We hear you! Let's get this resolved. Please DM us with the make, model, iOS version, and when the issue started. Our team will follow up promptly.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10023,My MacBook keyboard keys are sticking and some letters don't register. This is urgent.,"We hear you! Let's get this resolved. Please DM us with the make, model, iOS version, and when the issue started. Our team will follow up promptly.",device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10038,My MacBook keyboard keys are sticking and some letters don't register. Need help today.,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10151,Can I pick up my online order from an Apple Store instead of home delivery? ,Shipping delays can happen due to carrier issues. Please check the tracking link in your shipment confirmation email for the latest status from the carrier directly.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10121,Someone made unauthorized purchases from my Apple ID. Help! Please help ASAP.,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10033,My AirPods left earbud is extremely quiet compared to the right one. Please help ASAP.,Battery health can degrade for a few reasons. Head to Settings → Battery → Battery Health & Charging to check your status. DM us the percentage and we'll advise next steps!,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10158,Can I change the shipping address on an order I just placed 10 minutes ago? ,"Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10044,My alarm didn't go off this morning! This iOS bug could cost me my job.,We've heard of this issue and our team is actively working on it. Check https://www.apple.com/support/systemstatus/ for any known service disruptions in the meantime.,software_bug,Auto-handle,Standard troubleshooting steps apply. Escalate if issue persists after initial response.
10097,The App Store is showing different prices than what I was charged.,"Account security is our absolute top priority. If you suspect unauthorized charges, please contact our billing team directly at https://support.apple.com/billing — they can secure your account immediately.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10104,I was charged twice for the same iCloud storage upgrade this month. This is urgent.,Let's sort your subscription out. You can review and cancel all your active subscriptions in Settings → [Your Name] → Subscriptions. DM us if you need further help!,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10156,Where is my iPhone 15 Pro? Tracking hasn't updated in 3 days. Please help ASAP.,We know how excited you are for your new device! Track your real-time order status here → https://secure.store.apple.com/shop/order/list. Orders can sometimes take 24h to update.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10250,iMessage is only sending as SMS even though both parties have iPhones. Very frustrated.,Pairing issues with Apple Watch can be tricky. Try unpairing and re-pairing fresh: https://support.apple.com/en-us/HT204568. Make sure both devices are within Bluetooth range.,connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10092,I can't sign in to my Apple ID — says my account has been disabled.,Let's sort your subscription out. You can review and cancel all your active subscriptions in Settings → [Your Name] → Subscriptions. DM us if you need further help!,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10267,I accidentally deleted all my photos and need to recover them urgently. Need help today.,"For stolen devices, immediately log in to icloud.com/find and use 'Erase iPhone' to protect your data. Then file a police report. DM us for next steps to secure your Apple ID.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10126,Where is my iPhone 15 Pro? Tracking hasn't updated in 3 days.,We know how excited you are for your new device! Track your real-time order status here → https://secure.store.apple.com/shop/order/list. Orders can sometimes take 24h to update.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10199,How do I take a screenshot on an iPhone 14 Pro? ,We have a detailed step-by-step guide for that! Check out this official support article: https://support.apple.com/en-us/HT200289 — it covers all iPhone models.,general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10040,"The charging port on my iPhone seems broken, won't charge at all. Need help today.",So sorry to hear this! This may be covered under our Limited Warranty or AppleCare+. Check your coverage here → https://checkcoverage.apple.com before booking a repair.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10282,I accidentally deleted all my photos and need to recover them urgently. Need help today.,"Please don't panic! If you use iCloud Photos, deleted photos go to the 'Recently Deleted' album for 30 days. Open Photos → Albums → Recently Deleted. Recover them right away!",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10203,Does the iPhone 15 support satellite connectivity? ,"Great news — yes! The iPhone 15 supports Emergency SOS via satellite. Here's how to use it: https://support.apple.com/en-us/HT213426. We hope you never need it, but it's good to know!",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10219,My iPhone won't connect to my car's Bluetooth even after forgetting and re-pairing.,"For persistent connectivity issues, try Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings. Your data is safe but preferences will reset. Let us know if it helps!",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
10136,Can I pick up my online order from an Apple Store instead of home delivery?,"To change a shipping address, please call Apple Support immediately at 1-800-APL-CARE (1-800-275-2273) — address changes can sometimes be done if the order hasn't been packed yet.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10009,Touch ID stopped working on my iPad after dropping it.,Battery health can degrade for a few reasons. Head to Settings → Battery → Battery Health & Charging to check your status. DM us the percentage and we'll advise next steps!,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10018,My AirPods left earbud is extremely quiet compared to the right one. Need help today.,We definitely want to get this sorted for you! Book a free Genius Bar appointment here → https://geni.us/apple-genius-bar and bring your device in. They'll run a full diagnostic.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10002,The camera on my new iPad Pro isn't focusing anymore. Everything looks blurry.,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10198,Is the new Apple Pencil 2nd gen compatible with the iPad Air 5th gen? Please help ASAP.,"Great question! Yes, the Apple Pencil 2nd Gen is compatible with iPad Air 5th gen. You can find the full compatibility chart here: https://support.apple.com/en-us/HT211829",general_inquiry,Auto-handle,Intent 'general_inquiry' is a standard informational query resolvable with policy lookup and published resources.
10131,My MacBook Pro order has been stuck on 'Preparing to Ship' for a week.,Receiving the wrong item is not okay and we sincerely apologize! Please DM us your order number and a photo of what you received. We'll arrange an immediate exchange.,shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10008,My MacBook keyboard keys are sticking and some letters don't register.,We want to make this right. DM us your device's serial number (Settings → General → About) and we'll pull up your account to see what options are available.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10039,Touch ID stopped working on my iPad after dropping it. Need help today.,Battery health can degrade for a few reasons. Head to Settings → Battery → Battery Health & Charging to check your status. DM us the percentage and we'll advise next steps!,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10259,A video I recorded of my child's first steps was accidentally deleted.,"For accidental deletions, check iCloud.com → Photos → Recently Deleted on any browser. You may be able to recover them there within 30 days of deletion.",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10093,The family sharing setup is not working. Members can't access shared purchases.,"To protect your account, please DM us and we'll send you a secure, verified link to reset your Apple ID credentials. Never reset through links you receive via email.",account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10164,"My AirPods Pro order was split into two shipments — one arrived, not the other. This is urgent.","Oh no, that shouldn't happen! If your package shows as delivered but wasn't received, please DM us your order number and we'll launch an investigation with our shipping partner right away.",shipping_order,Auto-handle,Intent 'shipping_order' is a standard informational query resolvable with policy lookup and published resources.
10107,I can't sign in to my Apple ID — says my account has been disabled. Need help today.,We're really sorry about the double charge! Our billing team will be able to issue a refund. Reach them through this secure form: https://support.apple.com/contact — select Billing.,account_billing,Escalate,"Intent 'account_billing' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10010,"The charging port on my iPhone seems broken, won't charge at all.",So sorry to hear this! This may be covered under our Limited Warranty or AppleCare+. Check your coverage here → https://checkcoverage.apple.com before booking a repair.,device_hardware_issue,Escalate,"Intent 'device_hardware_issue' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10272,I factory reset my iPad accidentally and lost all my work documents. Please help ASAP.,I'm so sorry to hear that. DM us your Apple ID email and we'll check if a recent iCloud backup exists that could be restored. Let's investigate all options before giving up.,data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10276,I need to recover voicemails that were accidentally deleted. Need help today.,"Please don't panic! If you use iCloud Photos, deleted photos go to the 'Recently Deleted' album for 30 days. Open Photos → Albums → Recently Deleted. Recover them right away!",data_loss_recovery,Escalate,"Intent 'data_loss_recovery' requires specialist review — involves physical hardware, financial data, or irreversible data concerns."
10225,My iPhone can see WiFi networks but fails to connect to any of them. This is urgent.,"For persistent connectivity issues, try Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings. Your data is safe but preferences will reset. Let us know if it helps!",connectivity_issue,Auto-handle,Connectivity issues are typically resolved by documented troubleshooting steps provided in the response.
